ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
LARP1	La ribonucleoprotein 1, translational regulator(LARP1)	Homo sapiens			GO:0006413~translational initiation,GO:0008283~cell proliferation,GO:0010608~posttranscriptional regulation of gene expression,GO:0016239~positive regulation of macroautophagy,GO:0017148~negative regulation of translation,GO:0031929~TOR signaling,GO:0038202~TORC1 signaling,GO:0045070~positive regulation of viral genome replication,GO:0045727~positive regulation of translation,GO:0045947~negative regulation of translational initiation,GO:0045948~positive regulation of translational initiation,GO:0048255~mRNA stabilization,GO:0072752~cellular response to rapamycin,GO:1990928~response to amino acid starvation,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0042788~polysomal ribosome,	GO:0000339~RNA cap binding,GO:0000340~RNA 7-methylguanosine cap binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008190~eukaryotic initiation factor 4E binding,GO:0008494~translation activator activity,GO:0031369~translation initiation factor binding,GO:0043024~ribosomal small subunit binding,GO:0045296~cadherin binding,GO:0048027~mRNA 5'-UTR binding,	IPR006607:Protein of unknown function DM15,IPR006630:RNA-binding protein Lupus La,				SM00684:DM15,SM00715:LA,	KW-0648~Protein biosynthesis,KW-0810~Translation regulation,	KW-0963~Cytoplasm,				KW-0678~Repressor,KW-0687~Ribonucleoprotein,KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:HTH La-type RNA-binding,MUTAGEN:E->R: Strongly decreased RNA binding.,MUTAGEN:F->A: No effect on interaction with RPTOR.,MUTAGEN:F->A: Strongly reduced interaction with PABPC1.,MUTAGEN:Missing: Loss of interaction with RPTOR.,MUTAGEN:Missing: Strongly reduced interaction with PABPC1.,MUTAGEN:R->E: Abolishes RNA binding. Abolishes inhibition of EIF4G1 binding to mRNA molecules with a 5'TOP motif; when associated with A-960.,MUTAGEN:S->A: Loss of phosphorylation by MTOR; when associated with A-769. Decreased interaction with RPTOR and impaired dissociation from the 5'UTR of mRNA molecules; when associated with A-769; A-847 and A-1058.,MUTAGEN:S->A: Strongly reduced phosphorylation mediated by AKT and RPS6KB1. Decreased interaction with RPTOR and impaired dissociation from the 5'UTR of mRNA molecules; when associated with A-766; A-769 and A-847.,MUTAGEN:S->A: Strongly reduced phosphorylation mediated by Akt and RPS6KB1. Decreased interaction with RPTOR and impaired dissociation from the 5'UTR of mRNA molecules; when associated with A-766; A-769 and A-1058.,MUTAGEN:T->A: Loss of phosphorylation by MTOR; when associated with A-766. Decreased interaction with RPTOR and impaired dissociation from the 5'UTR of mRNA molecules; when associated with A-766; A-847 and A-1058.,MUTAGEN:Y->A: Abolishes RNA binding. Abolishes translational repression of mRNAs with a 5'TOP motif. Abolishes inhibition of EIF4G1 binding to mRNA molecules with a 5'TOP motif; when associated with E-917.,MUTAGEN:Y->A: Strongly decreased RNA binding.,REGION:Disordered,REGION:Interaction with 7-methylguanosine mRNA cap structure,REGION:Interaction with mRNA,REGION:Required for interaction with PABPC1,REGION:Required for interaction with RPTOR and for repression of mRNAs with a 5'TOP motif,
MALT1	MALT1 paracaspase(MALT1)	Homo sapiens			GO:0001923~B-1 B cell differentiation,GO:0002726~positive regulation of T cell cytokine production,GO:0006508~proteolysis,GO:0006952~defense response,GO:0007250~activation of NF-kappaB-inducing kinase activity,GO:0009620~response to fungus,GO:0031398~positive regulation of protein ubiquitination,GO:0031663~lipopolysaccharide-mediated signaling pathway,GO:0032731~positive regulation of interleukin-1 beta production,GO:0032743~positive regulation of interleukin-2 production,GO:0042098~T cell proliferation,GO:0042113~B cell activation,GO:0042981~regulation of apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0045087~innate immune response,GO:0050852~T cell receptor signaling pathway,GO:0050856~regulation of T cell receptor signaling pathway,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0051168~nuclear export,GO:0051603~proteolysis involved in cellular protein catabolic process,GO:2000321~positive regulation of T-helper 17 cell differentiation,	GO:0001650~fibrillar center,GO:0002096~polkadots,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0032449~CBM complex,GO:0032991~macromolecular complex,GO:0048471~perinuclear region of cytoplasm,	GO:0002020~protease binding,GO:0004175~endopeptidase activity,GO:0004197~cysteine-type endopeptidase activity,GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008233~peptidase activity,GO:0019209~kinase activator activity,GO:0036094~small molecule binding,GO:0042802~identical protein binding,GO:0043621~protein self-association,	IPR001309:Peptidase C14, ICE, catalytic subunit p20,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR011029:Death-like domain,IPR013783:Immunoglobulin-like fold,	hsa04064:NF-kappa B signaling pathway,hsa04625:C-type lectin receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa05131:Shigellosis,hsa05152:Tuberculosis,	615468~Immunodeficiency 12,		SM00408:IGc2,SM00409:IG,	KW-0391~Immunity,KW-0833~Ubl conjugation pathway,	KW-0539~Nucleus,KW-0963~Cytoplasm,	KW-0225~Disease variant,	KW-0393~Immunoglobulin domain,KW-0677~Repeat,		KW-0378~Hydrolase,KW-0645~Protease,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	DOMAIN:Caspase family p20,DOMAIN:Death,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,MOTIF:Nuclear export signal,MUTAGEN:C->A: Slight decrease in NF-kappa-B activation.,MUTAGEN:E->A: Abolishes binding to TRAF6.,REGION:Caspase-like,REGION:Disordered,SITE:Breakpoint for translocation to form BIRC2-MALT1,
MARVELD1	MARVEL domain containing 1(MARVELD1)	Homo sapiens			GO:0007049~cell cycle,GO:0042552~myelination,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0019911~structural constituent of myelin sheath,	IPR008253:Marvel,					KW-0131~Cell cycle,	KW-0206~Cytoskeleton,KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,KW-1003~Cell membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0007~Acetylation,	DOMAIN:MARVEL,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
MRGPRD	MAS related GPR family member D(MRGPRD)	Homo sapiens			GO:0007186~G-protein coupled receptor signaling pathway,	GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004930~G-protein coupled receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR017452:GPCR, rhodopsin-like, 7TM,IPR026232:Mas-related G protein-coupled receptor D,IPR026234:Mas-related G protein-coupled receptor family,	hsa04614:Renin-angiotensin system,					KW-0472~Membrane,KW-1003~Cell membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
MRGPRF	MAS related GPR family member F(MRGPRF)	Homo sapiens			GO:0007186~G-protein coupled receptor signaling pathway,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0031965~nuclear membrane,	GO:0004930~G-protein coupled receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR017452:GPCR, rhodopsin-like, 7TM,IPR026228:Mas-related G protein-coupled receptor F,IPR026234:Mas-related G protein-coupled receptor family,						KW-0472~Membrane,KW-1003~Cell membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DOMAIN:G-protein coupled receptors family 1 profile,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
MRGPRX4	MAS related GPR family member X4(MRGPRX4)	Homo sapiens			GO:0007186~G-protein coupled receptor signaling pathway,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004930~G-protein coupled receptor activity,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR017452:GPCR, rhodopsin-like, 7TM,IPR026234:Mas-related G protein-coupled receptor family,IPR027344:Mas-related G protein-coupled receptor X4,						KW-0472~Membrane,KW-1003~Cell membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 1 profile,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
MAS1	MAS1 proto-oncogene, G protein-coupled receptor(MAS1)	Homo sapiens			GO:0001933~negative regulation of protein phosphorylation,GO:0007186~G-protein coupled receptor signaling pathway,GO:0007250~activation of NF-kappaB-inducing kinase activity,GO:0007283~spermatogenesis,GO:0008284~positive regulation of cell proliferation,GO:0008584~male gonad development,GO:0009410~response to xenobiotic stimulus,GO:0014823~response to activity,GO:0021766~hippocampus development,GO:0034698~response to gonadotropin,GO:0038166~angiotensin-activated signaling pathway,GO:0045740~positive regulation of DNA replication,GO:0050727~regulation of inflammatory response,GO:0060732~positive regulation of inositol phosphate biosynthetic process,GO:0070528~protein kinase C signaling,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,	GO:0001595~angiotensin receptor activity,GO:0004930~G-protein coupled receptor activity,GO:0004945~angiotensin type II receptor activity,GO:0005515~protein binding,GO:0042277~peptide binding,	IPR000276:G protein-coupled receptor, rhodopsin-like,IPR000820:Proto-oncogene Mas,IPR017452:GPCR, rhodopsin-like, 7TM,IPR026234:Mas-related G protein-coupled receptor family,	hsa04080:Neuroactive ligand-receptor interaction,hsa04614:Renin-angiotensin system,hsa05171:Coronavirus disease - COVID-19,					KW-0472~Membrane,KW-1003~Cell membrane,	KW-0656~Proto-oncogene,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0297~G-protein coupled receptor,KW-0675~Receptor,KW-0807~Transducer,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:G-protein coupled receptors family 1 profile,MUTAGEN:I->D: Fails to activate GNA11.,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,
MGA	MAX dimerization protein MGA(MGA)	Homo sapiens			GO:0001708~cell fate specification,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0000785~chromatin,GO:0005654~nucleoplasm,GO:0071339~MLL1 complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0046983~protein dimerization activity,	IPR001699:Transcription factor, T-box,IPR008967:p53-like transcription factor, DNA-binding,IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain,IPR018186:Transcription factor, T-box, conserved site,	hsa03083:Polycomb repressive complex,			SM00353:HLH,SM00425:TBOX,	KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,		KW-0175~Coiled coil,		KW-0238~DNA-binding,KW-0678~Repressor,	KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DNA_BIND:T-box,DOMAIN:BHLH,DOMAIN:MGA conserved,DOMAIN:T-box,DOMAIN:bHLH,REGION:Disordered,
MERTK	MER proto-oncogene, tyrosine kinase(MERTK)	Homo sapiens			GO:0001779~natural killer cell differentiation,GO:0001818~negative regulation of cytokine production,GO:0006468~protein phosphorylation,GO:0006909~phagocytosis,GO:0007166~cell surface receptor signaling pathway,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007267~cell-cell signaling,GO:0007275~multicellular organism development,GO:0007283~spermatogenesis,GO:0007399~nervous system development,GO:0016477~cell migration,GO:0030168~platelet activation,GO:0032940~secretion by cell,GO:0033674~positive regulation of kinase activity,GO:0034446~substrate adhesion-dependent cell spreading,GO:0043491~protein kinase B signaling,GO:0050766~positive regulation of phagocytosis,GO:0051250~negative regulation of lymphocyte activation,GO:0051649~establishment of localization in cell,GO:0060041~retina development in camera-type eye,GO:0060068~vagina development,GO:0097350~neutrophil clearance,GO:2000107~negative regulation of leukocyte apoptotic process,	GO:0001750~photoreceptor outer segment,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016028~rhabdomere,GO:0043235~receptor complex,	GO:0004712~protein serine/threonine/tyrosine kinase activity,GO:0004713~protein tyrosine kinase activity,GO:0004714~transmembrane receptor protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR003599:Immunoglobulin subtype,IPR003961:Fibronectin, type III,IPR007110:Immunoglobulin-like domain,IPR008266:Tyrosine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR013151:Immunoglobulin,IPR013783:Immunoglobulin-like fold,IPR017441:Protein kinase, ATP binding site,IPR020635:Tyrosine-protein kinase, catalytic domain,		613862~Retinitis pigmentosa 38,		SM00060:FN3,SM00219:TyrKc,SM00409:IG,		KW-0472~Membrane,KW-1003~Cell membrane,	KW-0225~Disease variant,KW-0656~Proto-oncogene,KW-0682~Retinitis pigmentosa,	KW-0393~Immunoglobulin domain,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0675~Receptor,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Fibronectin type-III,DOMAIN:Fibronectin type-III 1,DOMAIN:Fibronectin type-III 2,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Protein kinase,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
MNAT1	MNAT1 component of CDK activating kinase(MNAT1)	Homo sapiens		h_ptc1Pathway:Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle,	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000082~G1/S transition of mitotic cell cycle,GO:0006281~DNA repair,GO:0006289~nucleotide-excision repair,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0007049~cell cycle,GO:0007512~adult heart development,GO:0021591~ventricular system development,GO:0043066~negative regulation of apoptotic process,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0051592~response to calcium ion,GO:0065003~macromolecular complex assembly,GO:1905775~negative regulation of DNA helicase activity,GO:2000045~regulation of G1/S transition of mitotic cell cycle,	GO:0000439~core TFIIH complex,GO:0005654~nucleoplasm,GO:0005675~holo TFIIH complex,GO:0005694~chromosome,GO:0019907~cyclin-dependent protein kinase activating kinase holoenzyme complex,GO:0070516~CAK-ERCC2 complex,GO:0070985~TFIIK complex,	GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,GO:0047485~protein N-terminus binding,GO:0061575~cyclin-dependent protein serine/threonine kinase activator activity,	IPR001841:Zinc finger, RING-type,IPR003511:DNA-binding HORMA,IPR003903:Ubiquitin interacting motif,IPR004575:Cdk-activating kinase assembly factor MAT1/Tfb3,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR015877:Cdk-activating kinase assembly factor MAT1, centre,IPR017907:Zinc finger, RING-type, conserved site,	hsa03022:Basal transcription factors,hsa03420:Nucleotide excision repair,		PIRSF003338:CDK-activating kinase assembly factor MAT1,	SM00184:RING,	KW-0131~Cell cycle,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0158~Chromosome,KW-0539~Nucleus,		KW-0175~Coiled coil,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,		KW-0007~Acetylation,KW-0597~Phosphoprotein,	DOMAIN:Cdk-activating kinase assembly factor MAT1 centre,DOMAIN:HORMA,DOMAIN:RING-type,DOMAIN:UIM,ZN_FING:RING-type,
MOS	MOS proto-oncogene, serine/threonine kinase(MOS)	Homo sapiens	100.MAPK_signaling_cascades,		GO:0000165~MAPK cascade,GO:0000212~meiotic spindle organization,GO:0006325~chromatin organization,GO:0007165~signal transduction,GO:0040020~regulation of meiotic nuclear division,GO:0043410~positive regulation of MAPK cascade,GO:0046777~protein autophosphorylation,GO:0051296~establishment of meiotic spindle orientation,GO:1902103~negative regulation of metaphase/anaphase transition of meiotic cell cycle,	GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004709~MAP kinase kinase kinase activity,GO:0004712~protein serine/threonine/tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,	hsa04114:Oocyte meiosis,hsa04810:Regulation of actin cytoskeleton,hsa04914:Progesterone-mediated oocyte maturation,	620383~Oocyte/zygote/embryo maturation arrest 20,		SM00220:S_TKc,			KW-0656~Proto-oncogene,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,DOMAIN:Protein kinase,
