ID,gene_x,J,J cut-point,J sensitivity,J specificity,J F1,CZ,CZ cut-point,CZ sensitivity,CZ specificity,CZ F1,ER,ER cut-point,ER sensitivity,ER specificity,ER F1,UI,UI cut-point,UI sensitivity,UI specificity,UI F1,AUC,t_dbeta_avg,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene_y,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg14331404,CNNM3,0.206350903,0.01,0.786432161,0.829787234,0.807528198,0.266652411,0.01,0.786432161,0.829787234,0.807528198,0.713635673,0.01,0.786432161,0.829787234,0.807528198,0.987437186,0.03,0.786432161,0.829787234,0.807528198,0.014326954,0.003223321,0.003223321,0.025185047,3.088097946,0.002076961,0.003267678,-3.068402025,0.022302167,0.025525488,0.003223321,2,97482184,R,I,CNNM3,1stExon,island,1stExon-island,chr2:97481356-97483276,,,high-CpG:96845618-96846452,,
cg10363951,CHST9,0.398802523,0.02,0.879396985,0.765957447,0.818766652,0.46616059,0.02,0.879396985,0.765957447,0.818766652,0.476153622,0.02,0.879396985,0.765957447,0.818766652,0.638565166,0.01,0.879396985,0.765957447,0.818766652,0.296001283,0.037682377,0.037682377,0.084092487,5.859155317,6.55E-09,1.99E-08,9.024144599,0.050390046,0.088072423,0.037682377,18,24765119,F,II,CHST9,1stExon,island,1stExon-island,chr18:24764951-24765507,,,,,
cg04709886,ATM,0.075376884,0.02,0.796482412,0.893617021,0.842258422,0.215599273,0.01,0.796482412,0.893617021,0.842258422,0.756660478,0.01,0.796482412,0.893617021,0.842258422,0.974874372,0.03,0.796482412,0.893617021,0.842258422,0.037153854,0.003459245,0.003459245,0.024699145,3.080021812,0.002133495,0.003350362,-3.093033101,0.021605258,0.025064503,0.003459245,11,108093754,R,I,ATM,1stExon,island,1stExon-island,chr11:108093211-108093969,TRUE,,high-CpG:107598960-107599054,,
cg20775702,MORF4L1,0.288410136,0.01,0.75879397,0.893617021,0.820705273,0.388003849,0.01,0.75879397,0.893617021,0.820705273,0.554231638,0.01,0.75879397,0.893617021,0.820705273,0.959798995,0.04,0.75879397,0.893617021,0.820705273,0.062493318,0.009158245,0.009158245,0.033856808,5.520467665,4.44E-08,1.24E-07,7.165855389,0.025665839,0.034824083,0.009158245,15,79165225,R,I,MORF4L1,1stExon,island,1stExon-island,chr15:79165102-79166057,,,high-CpG:76952172-76952420,,
cg16719845,CMPK2,0.421094836,0.03,0.962311558,0.765957447,0.852980296,0.453971988,0.03,0.962311558,0.765957447,0.852980296,0.477194133,0.02,0.962311558,0.765957447,0.852980296,0.540949428,0.01,0.962311558,0.765957447,0.852980296,0.327301401,0.094475292,0.094475292,0.168873795,6.143618523,1.22E-09,3.97E-09,10.66390931,0.084376793,0.178852084,0.094475292,2,7005449,R,II,CMPK2,1stExon,island,1stExon-island,chr2:7005163-7006340,TRUE,,,,
cg20574695,PLEKHA5,0.127124987,0.02,0.891959799,0.744680851,0.811693614,0.275419651,0.01,0.891959799,0.744680851,0.811693614,0.672704411,0.01,0.891959799,0.744680851,0.811693614,0.816582915,0.01,0.891959799,0.744680851,0.811693614,0.120736662,0.006523816,0.006523816,0.055056508,3.242998829,0.001226853,0.001993513,-2.583771652,0.049221724,0.05574554,0.006523816,12,19282718,F,I,PLEKHA5,1stExon,island,1stExon-island,chr12:19282641-19283901,,,high-CpG:19173669-19173996,rs78739424,
cg10498798,FFAR1,0.394793115,0.08,0.814070352,0.829787234,0.821853659,0.439056987,0.08,0.814070352,0.829787234,0.821853659,0.478795641,0.05,0.814070352,0.829787234,0.821853659,0.146049396,0.06,0.814070352,0.829787234,0.821853659,0.585159842,-0.035369206,-0.035369206,0.304027876,-3.240594038,0.001237126,0.002009308,-2.591472478,0.335661458,0.300292252,-0.035369206,19,35843186,F,II,FFAR1,1stExon,island,1stExon-island,chr19:35842430-35843187,,,,,
cg14519036,TNKS2,0.181225275,0.01,0.773869347,0.936170213,0.847317744,0.243665134,0.01,0.773869347,0.936170213,0.847317744,0.738588067,0.01,0.773869347,0.936170213,0.847317744,0.987437186,0.03,0.773869347,0.936170213,0.847317744,0.013257778,0.003025132,0.003025132,0.022294528,3.015781503,0.002636078,0.004086777,-3.286707623,0.019588904,0.022614036,0.003025132,10,93558457,R,I,TNKS2,1stExon,island,1stExon-island,chr10:93557970-93558699,,,,,
cg01636591,CCL8,0.331444456,0.09,0.695979899,0.978723404,0.813483576,0.439858869,0.09,0.695979899,0.978723404,0.813483576,0.479726683,0.09,0.695979899,0.978723404,0.813483576,0.119747675,0.08,0.695979899,0.978723404,0.813483576,0.587164546,0.0522115,0.0522115,0.386157551,2.975215272,0.003007046,0.004623232,-3.406948274,0.339460524,0.391672024,0.0522115,17,32646156,R,II,CCL8,1stExon,opensea,1stExon-opensea,,,,,,
cg13060970,PLEK,0.324601732,0.07,0.798994975,0.808510638,0.803724643,0.394525821,0.07,0.798994975,0.808510638,0.803724643,0.562418566,0.07,0.798994975,0.808510638,0.803724643,0.031433765,0.05,0.798994975,0.808510638,0.803724643,0.541029616,-0.037263343,-0.037263343,0.689049855,-2.99473663,0.002822949,0.004357734,-3.349285033,0.722377519,0.685114176,-0.037263343,2,68592349,F,I,PLEK,1stExon,opensea,1stExon-opensea,,,,low-CpG:68445821-68445987,,
cg11022768,ACTBL2,0.229605474,0.01,0.809045226,0.957446809,0.877012468,0.361114081,0.01,0.809045226,0.957446809,0.877012468,0.574883042,0.01,0.809045226,0.957446809,0.877012468,0.912060302,0.07,0.809045226,0.957446809,0.877012468,0.08876831,-0.027777205,-0.027777205,0.949456707,-2.993026608,0.002838654,0.004380603,-3.354350956,0.97430014,0.946522935,-0.027777205,5,56777333,F,II,ACTBL2,1stExon,opensea,1stExon-opensea,,,,,,
cg10812236,PLEK,0.247567625,0.13,0.728643216,0.893617021,0.802741712,0.33304822,0.08,0.728643216,0.893617021,0.802741712,0.608880701,0.08,0.728643216,0.893617021,0.802741712,0.114882925,0.06,0.728643216,0.893617021,0.802741712,0.468646424,-0.07855437,-0.07855437,0.745713917,-5.393300555,8.87E-08,2.40E-07,6.494775842,0.815971533,0.737417163,-0.07855437,2,68592394,F,II,PLEK,1stExon,opensea,1stExon-opensea,,,,low-CpG:68445821-68445987,,
cg19118212,FOXD1,0.362129798,0.02,0.756281407,0.914893617,0.828060523,0.409173527,0.02,0.756281407,0.914893617,0.828060523,0.552688186,0.01,0.756281407,0.914893617,0.828060523,0.79878114,0.14,0.756281407,0.914893617,0.828060523,0.203624506,0.076874717,0.076874717,0.096810906,5.487693605,5.31E-08,1.47E-07,6.991503605,0.028055542,0.104930258,0.076874717,5,72743968,R,I,FOXD1,1stExon,shelf,1stExon-shelf,chr5:72746989-72747587,TRUE,,high-CpG:72779607-72779796,,
cg07114894,ZNF23,0.113172244,0.01,0.773869347,0.936170213,0.847317744,0.303111301,0.01,0.773869347,0.936170213,0.847317744,0.637640459,0.01,0.773869347,0.936170213,0.847317744,0.845717951,0.03,0.773869347,0.936170213,0.847317744,0.098952208,0.005708967,0.005708967,0.032796945,3.108056674,0.0019431,0.003069667,-3.007259947,0.027690947,0.033399914,0.005708967,16,71495698,F,II,ZNF23,1stExon,shore,1stExon-shore,chr16:71495773-71496260,,,,,
cg07164388,LTB4R2,0.236501657,0.09,0.912060302,0.787234043,0.845062447,0.373623436,0.06,0.912060302,0.787234043,0.845062447,0.549801007,0.06,0.912060302,0.787234043,0.845062447,0.090345344,0.06,0.912060302,0.787234043,0.845062447,0.566101786,0.029837726,0.029837726,0.86272905,3.220167877,0.001327642,0.002146802,-2.656657907,0.836042724,0.86588045,0.029837726,14,24779400,R,II,LTB4R2,1stExon,shore,1stExon-shore,chr14:24779874-24780932,,TRUE,,,rs75201478
cg01301138,CDH13,0.412541431,0.03,0.781407035,0.829787234,0.804870765,0.471239175,0.03,0.781407035,0.829787234,0.804870765,0.470046496,0.02,0.781407035,0.829787234,0.804870765,0.447343098,0.01,0.781407035,0.829787234,0.804870765,0.404602801,0.06722511,0.06722511,0.131496434,5.324878659,1.28E-07,3.40E-07,6.13976395,0.071371504,0.138596614,0.06722511,16,82660630,R,II,CDH13,1stExon,shore,1stExon-shore,chr16:82660651-82661813,TRUE,,low-CpG:81217891-81218147,,
cg18219418,PARP6,0.409013151,0.12,0.781407035,0.914893617,0.842898112,0.487116433,0.1,0.781407035,0.914893617,0.842898112,0.428012186,0.1,0.781407035,0.914893617,0.842898112,0.030204213,0.09,0.781407035,0.914893617,0.842898112,0.697530204,0.087916809,0.087916809,0.758411901,5.787234562,9.91E-09,2.96E-08,8.620945401,0.679780688,0.767697496,0.087916809,15,72563529,F,II,PARP6,1stExon,shore,1stExon-shore,chr15:72564442-72565165,,,,,
cg06160973,LRP1,0.490591254,0.17,0.698492462,0.936170213,0.800052325,0.54832674,0.17,0.698492462,0.936170213,0.800052325,0.370762839,0.14,0.698492462,0.936170213,0.800052325,0.066395809,0.14,0.698492462,0.936170213,0.800052325,0.771116219,0.126465322,0.126465322,0.584453034,5.415015685,7.89E-08,2.14E-07,6.608333886,0.471344724,0.597810046,0.126465322,12,57522813,F,II,LRP1,1stExon,shore,1stExon-shore,chr12:57521524-57522159,,,,rs34710685,
cg25110782,SHMT2,0.466641719,0.09,0.72361809,0.957446809,0.824270177,0.533090987,0.07,0.72361809,0.957446809,0.824270177,0.383671915,0.07,0.72361809,0.957446809,0.824270177,0.205976692,0.06,0.72361809,0.957446809,0.824270177,0.592376778,0.043361349,0.043361349,0.593276886,2.894308688,0.003892862,0.005890414,-3.641991757,0.554495275,0.597856624,0.043361349,12,57624371,F,II,SHMT2,1stExon,shore,1stExon-shore,chr12:57623420-57623903,,,,,
cg03032025,CPEB4,0.532128729,0.07,0.891959799,0.829787234,0.859750986,0.585052924,0.06,0.891959799,0.829787234,0.859750986,0.332501634,0.06,0.891959799,0.829787234,0.859750986,0.106864108,0.06,0.891959799,0.829787234,0.859750986,0.711456217,-0.061996289,-0.061996289,0.657677587,-3.189775522,0.001473699,0.002367267,-2.752902781,0.713125954,0.651129665,-0.061996289,5,173316748,F,II,CPEB4,1stExon,shore,1stExon-shore,chr5:173314931-173315979,,TRUE,,,
cg09296212,NAIF1,0.483908906,0.02,0.869346734,0.787234043,0.826255325,0.512776649,0.02,0.869346734,0.787234043,0.826255325,0.456743397,0.02,0.869346734,0.787234043,0.826255325,0.548861328,0.01,0.869346734,0.787234043,0.826255325,0.327702341,-0.085353217,-0.085353217,0.858625305,-5.919783281,4.60E-09,1.42E-08,9.367613756,0.934963688,0.849610471,-0.085353217,9,130828969,R,II,NAIF1,1stExon,shore,1stExon-shore,chr9:130829535-130830949,,TRUE,,,
cg13789775,HOXB4,0.460761253,0.04,0.824120603,0.787234043,0.805255126,0.533251363,0.04,0.824120603,0.787234043,0.805255126,0.381835313,0.04,0.824120603,0.787234043,0.805255126,0.224580349,0.05,0.824120603,0.787234043,0.805255126,0.598497808,0.132338182,0.132338182,0.206628263,5.961657131,3.60E-09,1.12E-08,9.606744493,0.088267372,0.220605555,0.132338182,17,46655724,R,II,HOXB4,1stExon,shore,1stExon-shore,chr17:46654053-46654369,TRUE,,,,
cg02915939,IER3,0.044958837,0.01,0.701005025,0.957446809,0.809399478,0.259007805,0.01,0.701005025,0.957446809,0.809399478,0.695705172,0.01,0.701005025,0.957446809,0.809399478,0.635464557,0.02,0.701005025,0.957446809,0.809399478,0.171442318,-0.009213886,-0.009213886,0.033241385,-2.969763112,0.003060388,0.004700032,-3.422987123,0.041482119,0.032268233,-0.009213886,6,30711022,R,II,IER3,3'UTR,island,3'UTR-island,chr6:30710307-30712440,,,,,
cg01539849,SPI1,0.444028654,0.1,0.819095477,0.893617021,0.854735002,0.504650914,0.1,0.819095477,0.893617021,0.854735002,0.433427753,0.1,0.819095477,0.893617021,0.854735002,0.104672298,0.07,0.819095477,0.893617021,0.854735002,0.591013579,0.086451487,0.086451487,0.416790898,5.838638785,7.37E-09,2.23E-08,8.908655445,0.339470242,0.425921729,0.086451487,11,47376754,R,I,SPI1,3'UTR,island,3'UTR-island,chr11:47376651-47377236,,TRUE,,,
cg07772128,CSK,0.164813429,0.01,0.841708543,0.808510638,0.824775665,0.214048968,0.01,0.841708543,0.808510638,0.824775665,0.773993236,0.01,0.841708543,0.808510638,0.824775665,0.992462312,0.03,0.841708543,0.808510638,0.824775665,0.010264086,-0.003314586,-0.003314586,0.975519752,-3.219505814,0.001330675,0.002151429,-2.658763995,0.978484259,0.975169673,-0.003314586,15,75095447,R,I,CSK,3'UTR,island,3'UTR-island,chr15:75095349-75095560,,,,,
cg12809365,MSC,0.539666417,0.07,0.738693467,0.893617021,0.808803301,0.591147225,0.07,0.738693467,0.893617021,0.808803301,0.330068767,0.07,0.738693467,0.893617021,0.808803301,0.142146905,0.06,0.738693467,0.893617021,0.808803301,0.655030472,0.087031649,0.087031649,0.594619157,5.434132933,7.11E-08,1.94E-07,6.708659946,0.516779615,0.603811264,0.087031649,8,72754272,F,II,MSC,3'UTR,island,3'UTR-island,chr8:72753874-72754755,,,,,
cg22407822,GNAS,0.472842938,0.05,0.83919598,0.808510638,0.823567582,0.523842617,0.05,0.83919598,0.808510638,0.823567582,0.400403878,0.04,0.83919598,0.808510638,0.823567582,0.165401475,0.03,0.83919598,0.808510638,0.823567582,0.559847108,0.071967674,0.071967674,0.476231364,5.798775759,9.28E-09,2.77E-08,8.685336335,0.41186477,0.483832444,0.071967674,20,57463658,F,I,GNAS,3'UTR,island,3'UTR-island,chr20:57463652-57467739,,,,,
cg15888290,EN1,0.452582059,0.14,0.708542714,0.936170213,0.806604693,0.496204426,0.12,0.708542714,0.936170213,0.806604693,0.436559808,0.12,0.708542714,0.936170213,0.806604693,0.066288891,0.09,0.708542714,0.936170213,0.806604693,0.656527317,0.063239997,0.063239997,0.32176947,3.073287592,0.002181712,0.003421253,-3.113523255,0.265208753,0.328448751,0.063239997,2,119600348,R,II,EN1,3'UTR,island,3'UTR-island,chr2:119599458-119600966,,,,,
cg08191993,PHRF1,0.273014006,0.01,0.796482412,0.85106383,0.822869009,0.339035604,0.01,0.796482412,0.85106383,0.822869009,0.629655017,0.01,0.796482412,0.85106383,0.822869009,0.975088207,0.08,0.796482412,0.85106383,0.822869009,0.025018711,-0.011280822,-0.011280822,0.961502095,-3.091030354,0.002056776,0.003237802,-3.05944297,0.971591459,0.960310637,-0.011280822,11,611942,F,II,PHRF1,3'UTR,island,3'UTR-island,chr11:611691-611943,,,,,
cg05156800,EXTL1,0.217416872,0.01,0.85678392,0.829787234,0.843069511,0.233614883,0.01,0.85678392,0.829787234,0.843069511,0.761603788,0.01,0.85678392,0.829787234,0.843069511,0.997487437,0.04,0.85678392,0.829787234,0.843069511,0.002966962,0.004730176,0.004730176,0.018115917,5.878650297,5.85E-09,1.78E-08,9.13423072,0.013885332,0.018615509,0.004730176,1,26362461,F,II,EXTL1,3'UTR,island,3'UTR-island,chr1:26361593-26362708,,,,,
cg13701180,GNG7,0.273334759,0.03,0.763819095,0.914893617,0.832558436,0.375815246,0.03,0.763819095,0.914893617,0.832558436,0.549801007,0.02,0.763819095,0.914893617,0.832558436,0.581043515,0.01,0.763819095,0.914893617,0.832558436,0.311103389,-0.03748015,-0.03748015,0.89049691,-3.138266645,0.001755519,0.002790234,-2.913980864,0.924018483,0.886538333,-0.03748015,19,2513436,R,II,GNG7,3'UTR,island,3'UTR-island,chr19:2513215-2513696,,TRUE,,,
cg02937873,WDR62,0.2811932,0.01,0.811557789,0.957446809,0.878486598,0.403506896,0.01,0.811557789,0.957446809,0.878486598,0.521589708,0.01,0.811557789,0.957446809,0.878486598,0.94857265,0.03,0.811557789,0.957446809,0.878486598,0.07951994,0.005539201,0.005539201,0.952983868,3.079075106,0.002140213,0.003360067,-3.09591629,0.948029707,0.953568908,0.005539201,19,36595986,F,II,WDR62,3'UTR,opensea,3'UTR-opensea,,,,,,
cg04304450,BIK,0.411044585,0.12,0.826633166,0.808510638,0.817471475,0.468298942,0.1,0.826633166,0.808510638,0.817471475,0.463514287,0.09,0.826633166,0.808510638,0.817471475,0.064257458,0.07,0.826633166,0.808510638,0.817471475,0.625547953,-0.052431276,-0.052431276,0.600314947,-3.060016291,0.002279676,0.003565732,-3.153775201,0.647208537,0.594777261,-0.052431276,22,43525431,F,II,BIK,3'UTR,opensea,3'UTR-opensea,,TRUE,TRUE,,,
cg17886457,ANK1,0.404469154,0.01,0.869346734,0.829787234,0.849106469,0.492676147,0.01,0.869346734,0.829787234,0.849106469,0.422188351,0.01,0.869346734,0.829787234,0.849106469,0.844221106,0.07,0.869346734,0.829787234,0.849106469,0.168181332,-0.037934072,-0.037934072,0.904185284,-5.696179599,1.66E-08,4.85E-08,8.117105294,0.938112836,0.900178764,-0.037934072,8,41518134,F,II,ANK1,3'UTR,opensea,3'UTR-opensea,,,,,,
cg13188508,MUC5B,0.310862825,0.02,0.806532663,0.978723404,0.884324001,0.391318294,0.02,0.806532663,0.978723404,0.884324001,0.560356234,0.02,0.806532663,0.978723404,0.884324001,0.583074949,0.01,0.806532663,0.978723404,0.884324001,0.274831605,-0.014889906,-0.014889906,0.904275556,-3.069896544,0.002206369,0.003457622,-3.123824548,0.91759282,0.902702914,-0.014889906,11,1282955,F,I,MUC5B,3'UTR,opensea,3'UTR-opensea,,,,,,
cg08417313,TCN1,0.359777611,0.07,0.82160804,0.808510638,0.815006723,0.439270822,0.05,0.82160804,0.808510638,0.815006723,0.478416367,0.05,0.82160804,0.808510638,0.815006723,0.236073987,0.04,0.82160804,0.808510638,0.815006723,0.535951032,-0.101848432,-0.101848432,0.754646569,-5.657787011,2.07E-08,5.97E-08,7.906890806,0.845737975,0.743889543,-0.101848432,11,59620354,F,II,TCN1,3'UTR,opensea,3'UTR-opensea,,,,,,
cg14037189,PFKFB3,0.286752914,0.02,0.798994975,0.808510638,0.803724643,0.387790014,0.01,0.798994975,0.808510638,0.803724643,0.534493438,0.01,0.798994975,0.808510638,0.803724643,0.863038597,0.04,0.798994975,0.808510638,0.803724643,0.145113867,-0.022765513,-0.022765513,0.911017416,-3.121910275,0.001854902,0.002938557,-2.964593874,0.931378482,0.908612968,-0.022765513,10,6276135,F,II,PFKFB3,3'UTR,opensea,3'UTR-opensea,,,TRUE,,,
cg01953156,ABHD6,0.439324281,0.05,0.851758794,0.765957447,0.80658273,0.515770341,0.05,0.851758794,0.765957447,0.80658273,0.401827254,0.05,0.851758794,0.765957447,0.80658273,0.286752914,0.03,0.851758794,0.765957447,0.80658273,0.541510745,-0.039788145,-0.039788145,0.723094534,-3.09642452,0.002020117,0.003183694,-3.042941049,0.758680336,0.718892191,-0.039788145,3,58279498,R,II,ABHD6,3'UTR,opensea,3'UTR-opensea,,,,,,
cg00022076,PLA2G15,0.104511921,0.04,0.783919598,0.936170213,0.853306813,0.226665241,0.01,0.783919598,0.936170213,0.853306813,0.739397484,0.01,0.783919598,0.936170213,0.853306813,0.490056666,0.02,0.783919598,0.936170213,0.853306813,0.225034748,-0.010705212,-0.010705212,0.915505076,-3.103938119,0.001970055,0.003109522,-3.019908398,0.925079626,0.914374414,-0.010705212,16,68293990,R,II,PLA2G15,3'UTR,opensea,3'UTR-opensea,,,,,,
cg09641127,KLF11,0.515021918,0.07,0.798994975,0.872340426,0.834058342,0.567946114,0.07,0.798994975,0.872340426,0.834058342,0.350786943,0.09,0.798994975,0.872340426,0.834058342,0.128942585,0.08,0.798994975,0.872340426,0.834058342,0.677296055,0.0643344,0.0643344,0.897359784,5.607405355,2.74E-08,7.81E-08,7.633038975,0.839820253,0.904154653,0.0643344,2,10193895,F,II,KLF11,3'UTR,opensea,3'UTR-opensea,,,,,rs80267646,
cg17206748,FETUB,0.41521437,0.06,0.841708543,0.872340426,0.856750772,0.485779964,0.06,0.841708543,0.872340426,0.856750772,0.441580542,0.05,0.841708543,0.872340426,0.856750772,0.122848284,0.04,0.841708543,0.872340426,0.856750772,0.606463167,-0.052284019,-0.052284019,0.78214353,-3.109930465,0.00193095,0.003051396,-3.001499938,0.828905417,0.776621398,-0.052284019,3,186370508,F,I,FETUB,3'UTR,opensea,3'UTR-opensea,,,,,rs79803865,
cg26053840,GLO1,0.225221854,0.02,0.864321608,0.914893617,0.888888889,0.373837271,0.02,0.864321608,0.914893617,0.888888889,0.550500082,0.02,0.864321608,0.914893617,0.888888889,0.371110874,0.03,0.864321608,0.914893617,0.888888889,0.392307281,-0.021732242,-0.021732242,0.896390459,-3.110342285,0.001928288,0.003047494,-3.000233552,0.915827385,0.894095144,-0.021732242,6,38644662,R,II,GLO1,3'UTR,opensea,3'UTR-opensea,,,,,,
cg14399475,ANO2,0.395969208,0.05,0.82160804,0.85106383,0.836076576,0.445044371,0.04,0.82160804,0.85106383,0.836076576,0.483952775,0.04,0.82160804,0.85106383,0.836076576,0.173954881,0.03,0.82160804,0.85106383,0.836076576,0.513712178,-0.109661496,-0.109661496,0.807123762,-5.771138485,1.09E-08,3.23E-08,8.531340435,0.905203033,0.795541536,-0.109661496,12,5672411,R,II,ANO2,3'UTR,opensea,3'UTR-opensea,,,,,,
cg02981489,CD59,0.257083289,0.01,0.763819095,0.978723404,0.858019389,0.369881322,0.01,0.763819095,0.978723404,0.858019389,0.571252286,0.01,0.763819095,0.978723404,0.858019389,0.931198546,0.09,0.763819095,0.978723404,0.858019389,0.070832888,-0.020415356,-0.020415356,0.946357715,-3.017465135,0.002621628,0.004065674,-3.281682758,0.964616843,0.944201487,-0.020415356,11,33729190,R,II,CD59,3'UTR,opensea,3'UTR-opensea,,,TRUE,,,
cg19499709,GRB10,0.235967069,0.01,0.804020101,0.872340426,0.83678806,0.370790121,0.01,0.804020101,0.872340426,0.83678806,0.560446444,0.01,0.804020101,0.872340426,0.83678806,0.921469047,0.04,0.804020101,0.872340426,0.83678806,0.089516733,-0.012132544,-0.012132544,0.948681962,-3.148119709,0.001698042,0.00270375,-2.883366782,0.959533091,0.947400547,-0.012132544,7,50660583,R,II,GRB10,3'UTR,opensea,3'UTR-opensea,,,,,,
cg03547581,NUCKS1,0.188014541,0.03,0.768844221,0.85106383,0.807867467,0.333796643,0.05,0.768844221,0.85106383,0.807867467,0.597291493,0.05,0.768844221,0.85106383,0.807867467,0.151341815,0.04,0.768844221,0.85106383,0.807867467,0.500294023,0.025560108,0.025560108,0.825914023,3.018958058,0.002608876,0.004047102,-3.277224772,0.803053522,0.82861363,0.025560108,1,205684841,R,II,NUCKS1,3'UTR,opensea,3'UTR-opensea,,,TRUE,,,
